price,rooms,address
"$1,550 /mo","3 Beds, 2 Baths","712 N Evanston Ave, Tulsa, OK 74110"
"$1,300 /mo","3 Beds, 2 Baths",House for Rent
"$2,150 /mo","4 Beds, 2 Baths","1532 S Evanston Ave, Tulsa, OK 74104"
"$1,289 /mo","3 Beds, 1 Bath",House for Rent
"$1,200 /mo","3 Beds, 1 Bath","5440 N Iroquois Ave, Tulsa, OK 74126"
"$1,100 /mo","2 Beds, 1 Bath",House for Rent
"$4,000 /mo","4 Beds, 3.5 Baths","1610 E 53rd St, Tulsa, OK 74105"
"$1,250 /mo","3 Beds, 1 Bath",House for Rent
"$1,250 /mo","2 Beds, 1 Bath","3180 S 89th E Ave, Tulsa, OK 74145"
"$1,000 /mo","3 Beds, 1 Bath",House for Rent
"$1,595/mo","2 Beds, 2 Baths","5045 S Hudson Ave, Tulsa, OK 74135"
"$2,499/mo","2 Beds, 2 Baths",House for Rent
"$2,700 /mo","4 Beds, 2.5 Baths","17412 E 43rd St, Tulsa, OK 74134"
"$1,195 /mo","4 Beds, 1 Bath",House for Rent
"$1,495 /mo","2 Beds, 2 Baths","2850 E Archer St, Tulsa, OK 74110"
$750 /mo,"1 Bed, 1 Bath",House for Rent
"$1,050 /mo","2 Beds, 1 Bath","6212 N Boulder Ave, Tulsa, OK 74126"
"$1,700 /mo","3 Beds, 2 Baths",House for Rent
"$1,275 /mo","2 Beds, 2 Baths","2018 E Woodrow Ct, Tulsa, OK 74110"
"$1,550 /mo","2 Beds, 1.5 Baths",House for Rent
"$1,295 /mo","3 Beds, 1 Bath","10539 S 90th E Ave, Tulsa, OK 74133"
"$1,360 /mo","3 Beds, 1.5 Baths",House for Rent
"$1,300/mo","3 Beds, 2 Baths","818 S 51st W Ave, Tulsa, OK 74127"
"$1,250/mo","3 Beds, 1.5 Baths",House for Rent
"$1,550 /mo","2 Beds, 2.5 Baths","4927 S Quaker Ave, Tulsa, OK 74105"
$785/mo,"1 Bed, 1 Bath",House for Rent
"$1,975 /mo","3 Beds, 2 Baths","1550 E Seminole St, Tulsa, OK 74106"
"$1,550 /mo","2 Beds, 2 Baths",House for Rent
"$2,125 /mo","4 Beds, 2.5 Baths","111 E 41st St, Tulsa, OK 74105"
$799/mo,"1 Bed, 1 Bath",Condo for Rent
"$2,000 /mo","4 Beds, 3 Baths","1502 S Boulder Ave, Tulsa, OK 74119"
"$1,550 /mo","2 Beds, 2 Baths",Condo for Rent
"$1,156/mo","2 Beds, 1 Bath","2520 S Florence Pl, Tulsa, OK 74114"
"$1,100 /mo","2 Beds, 1 Bath",Apartment for Rent
"$2,200 /mo","4 Beds, 3 Baths","2018 E Woodrow Ct, Tulsa, OK 74110"
"$1,675 /mo","3 Beds, 2 Baths",House for Rent
"$1,150 /mo","2 Beds, 1.5 Baths","7050 E 71st Ct, Tulsa, OK 74133"
$800 /mo,"1 Bed, 1 Bath",House for Rent
"$2,300 /mo","3 Beds, 2 Baths","2945 E 78th St, Tulsa, OK 74136"
"$1,100 /mo","3 Beds, 1 Bath",House for Rent
"$1,095 /mo","2 Beds, 1 Bath","4128 S 32nd W Ave, Tulsa, OK 74107"
"$1,500 /mo","3 Beds, 2 Baths",House for Rent
"$2,850 /mo","5 Beds, 4 Baths","1730 E 67th St, Tulsa, OK 74136"
"$1,650 /mo","2 Beds, 2 Baths",House for Rent
"$1,350/mo","3 Beds, 2 Baths","217 E 33rd Pl, Tulsa, OK 74105"
"$4,995 /mo","4 Beds, 3.25 Baths",House for Rent
