price,rooms,address
"$1,000 - 1,560",1-3 Beds,"4411 Gardendale St, San Antonio, TX 78240"
"$1,349 - 2,377",Studio - 2 Beds,"7714 Louis Pasteur Dr, San Antonio, TX 78229"
"$1,750 - 2,325",3-5 Beds,"13034 Cygnus, San Antonio, TX 78245"
"$895 - 1,090",1-2 Beds,"3935 THOUSAND OAKS Dr, San Antonio, TX 78217"
"$725 - 1,100",Studio - 2 Beds,"12301 Blanco Rd, San Antonio, TX 78216"
"$1,106 - 2,032",1-3 Beds,"1223 N Walters, San Antonio, TX 78202"
"$880 - 1,730",1-3 Beds,"8200-8205 Micron Dr, San Antonio, TX 78251"
"$724 - 1,389",1-2 Beds,"9001 Wurzbach Rd, San Antonio, TX 78240"
"$1,009 - 1,599",1-3 Beds,"7770 Pipers Ln, San Antonio, TX 78251"
"$1,358 - 3,621",Studio - 3 Beds,"5500 Broadway, San Antonio, TX 78209"
"$899 - 1,525",1-3 Beds,"7577 Old Corpus Christi Hwy, San Antonio, TX 78223"
"$700 - 1,300",1-2 Beds,"236 Deerwood Dr, San Antonio, TX 78209"
"$1,149 - 2,037",1-3 Beds,"210 E Sonterra Blvd, San Antonio, TX 78258"
"$1,158 - 3,136",1-3 Beds,"333 W Cevallos, San Antonio, TX 78204"
"$1,109 - 1,819",1-3 Beds,"22202 Estate Hill Dr, San Antonio, TX 78258"
"$1,065 - 1,940",1-3 Beds,"12511 Jones-Maltsberger Rd, San Antonio, TX 78247"
"$800 - 1,115",1-2 Beds,"5100 Usaa Blvd, San Antonio, TX 78240"
"$827 - 1,599",1-3 Beds,"11910 Orsinger Ln, San Antonio, TX 78230"
"$999 - 1,699",1-3 Beds,"12727 Vista Del Norte, San Antonio, TX 78216"
"$1,020 - 2,868",1-3 Beds,"10514 Bandera Rd, San Antonio, TX 78250"
"$1,283 - 1,977",1-3 Beds,"20614 Stone Oak Pky, San Antonio, TX 78258"
"$1,175 - 1,475",2-4 Beds,"4611 E Houston St, San Antonio, TX 78220"
"$705 - 1,455",Studio - 2 Beds,"5211 Fredericksburg Rd, San Antonio, TX 78229"
"$810 - 1,030",1-2 Beds,"9511 Perrin Beitel Rd, San Antonio, TX 78217"
"$931 - 1,119",1-2 Beds,"1955 Bandera Rd, San Antonio, TX 78228"
"$765 - 1,095",Studio - 2 Beds,"8607 Jones Maltsberger Rd, San Antonio, TX 78216"
"$690 - 1,290",Studio - 2 Beds,"1150 Babcock Rd, San Antonio, TX 78201"
"$1,000",3 Beds,"6733 Montgomery, San Antonio, TX 78239"
"$759 - 1,439",1-3 Beds,"2626 Babcock Rd, San Antonio, TX 78229"
"$918 - 1,273",1-3 Beds,"1901 S San Marcos St, San Antonio, TX 78207"
"$734 - 1,704",Studio - 3 Beds,"3815 Parkdale St, San Antonio, TX 78229"
Call for Rent,1-3 Beds,"323 W Mitchell St, San Antonio, TX 78204"
"$889 - 1,364",1-3 Beds,"8841 Timber Path, San Antonio, TX 78250"
"$664 - 3,941",Studio - 2 Beds,"500 N Santa Rosa St, San Antonio, TX 78207"
