rent,rooms,bathrooms,sqft,address
999000,2,2,1967,"1201 Larrabee St #107, West Hollywood, CA 90069"
8399000,4,4,24393.6,"1443 Devlin Dr, Los Angeles, CA 90069"
3995000,5,5,1432,"524 N Fuller Ave, Los Angeles, CA 90036"
549000,3,3,6500,"9740 Sepulveda Blvd #26, North Hills, CA 91343"
675000,4,4,13503.6,"11119 S Denker Ave, Los Angeles, CA 90047"
615000,2,2,3604,"21241 Lassen #3, Chatsworth, CA 91311"
2500000,14,14,5869,"4916 Hazeltine Ave, Sherman Oaks, CA 91423"
574000,3,3,1356,"10411 Anzac Ave, Los Angeles, CA 90002"
1990000,4,4,1.28,"839 Dune St, El Segundo, CA 90245"
650000,3,3,1410,"10229 Variel Ave #11, Chatsworth, CA 91311"
3999000,7,7,5003,"16758 La Maida St, Encino, CA 91436"
1120000,5,5,1488,"18773 Bermuda St, Northridge, CA 91326"
1449000,4,4,2.81,"2104 7th Ave, Los Angeles, CA 90018"
1769000,7,7,7068,"19010 Ingomar St, Reseda, CA 91335"
549000,1,1,7911,"222 S Central Ave #239, Los Angeles, CA 90012"
599000,3,3,1221,"1444 W 227th St #3, Torrance, CA 90501"
7999999,2,2,3250,"10375 Wilshire Blvd Unit 1B, Los Angeles, CA 90024"
530000,1,1,2587,"800 W 1st St #502, Los Angeles, CA 90012"
1250000,3,3,5096,"13817 Valley Vista Blvd, Sherman Oaks, CA 91423"
3250000,16,16,1896,"10205 Plainview Ave, Tujunga, CA 91042"
899999,3,3,1.03,"2228 W 78th St, Inglewood, CA 90305"
730000,0,0,4927,"507 E 59th Pl, Los Angeles, CA 90003"
650000,2,2,8428,"845 W 76th St, Los Angeles, CA 90044"
1790000,4,4,2364,"8536 Mcconnell Ave, Los Angeles, CA 90045"
1085000,2,2,7502,"2507 Robalo Ave, San Pedro, CA 90732"
1380000,6,6,2324,"1407 5th Ave, Los Angeles, CA 90019"
790000,4,4,5026,"4427 Lima St, Los Angeles, CA 90011"
1325000,6,6,1755,"12727 Oxnard St, North Hollywood, CA 91606"
1780000,3,3,21780.0,"3153 Coldwater Canyon Ave, Studio City, CA 91604"
8400000,5,5,862,"530 S Westgate Ave, Los Angeles, CA 90049"
869000,3,3,1188,"1832 W 38th Pl, Los Angeles, CA 90062"
5499000,5,5,4923,"2900 Deep Canyon Dr, Beverly Hills, CA 90210"
2750000,3,3,762,"17071 Countess Pl, Encino, CA 91436"
6495000,6,6,1506,"440 N Mccadden Pl, Los Angeles, CA 90004"
1299000,4,4,5315,"21465 Iglesia Dr, Woodland Hills, CA 91364"
369000,1,1,8732,"7101 Farralone Ave #138, Canoga Park, CA 91303"
1800000,2,2,9359,"8607 Airdrome St, Los Angeles, CA 90035"
1195000,2,2,1966,"4342 Redwood Ave Unit C206, Marina Del Rey, CA 90292"
669000,2,2,948,"620 S Gramercy Pl #202, Los Angeles, CA 90005"
910000,2,2,1160,"1155 S Grand Ave #1012, Los Angeles, CA 90015"
665000,2,2,1189,"358 S Gramercy Pl #210, Los Angeles, CA 90020"
1015000,2,2,1348,"660 N Sweetzer Ave #202, Los Angeles, CA 90048"
1785000,2,2,1580,"8787 Shoreham Dr #404, West Hollywood, CA 90069"
2099000,3,3,2855,"2186 Century Woods Way #44, Los Angeles, CA 90067"
4495000,4,4,4230,"17116 Adlon Rd, Encino, CA 91436"
3895000,12,12,17859.6,"2610 Kenwood Ave, Los Angeles, CA 90007"
2950000,4,4,7012,"19650 Greenbriar Dr, Tarzana, CA 91356"
1726000,3,3,10890.0,"210 N Berendo St, Los Angeles, CA 90004"
1300000,3,3,2629,"7306 Farmdale Ave, North Hollywood, CA 91605"
950000,3,3,17859.6,"714 Echandia St, Los Angeles, CA 90033"
9000000,7,7,1635,"1601 Shell Ave, Venice, CA 90291"
999000,4,4,7502,"3815 W 60th St, Los Angeles, CA 90043"
3899000,4,4,2184,"1666 Micheltorena St, Los Angeles, CA 90026"
819995,2,2,6750,"15157 Magnolia Blvd Unit E, Sherman Oaks, CA 91403"
599000,3,3,1417,"8510 Wilbur Ave, Northridge, CA 91324"
734900,3,3,7479,"1348 Hyatt Ave, Wilmington, CA 90744"
8995000,6,6,5100,"2630 Hutton Dr, Beverly Hills, CA 90210"
3400000,3,3,5740,"325 N Oakhurst Dr Ph 3, Beverly Hills, CA 90210"
875000,3,3,1982,"14923 Lassen St, Mission Hills (san Fernando), CA 91345"
899000,0,0,5242,"11145 Cohasset St, Sun Valley, CA 91352"
899900,2,2,2883,"1230 Horn Ave #100, West Hollywood, CA 90069"
1075000,3,3,6735,"10008 Petit Ave, North Hills, CA 91343"
1050000,2,2,1541,"200 N Swall Dr #462, Beverly Hills, CA 90211"
3695000,22,22,852,"12635 Vanowen St, North Hollywood, CA 91605"
509900,3,3,9152,"10331 Lindley Ave #205, Porter Ranch, CA 91326"
1699000,2,2,1527,"4039 Michael Ave, Los Angeles, CA 90066"
14150000,4,4,6696,"1 W Century Dr Unit TH A, Los Angeles, CA 90067"
799000,4,4,6947,"3206 W 59TH St, Los Angeles, CA 90043"
599000,1,1,20908.8,"811 S Bedford St #203, Los Angeles, CA 90035"
2195000,6,6,3233,"240 S Tower Dr, Beverly Hills, CA 90211"
3880000,5,5,1429,"901 N Laurel Ave, Los Angeles, CA 90046"
999000,2,2,7499,"2142 N Cahuenga Blvd, Los Angeles, CA 90068"
1890000,3,3,100,"1121 S Wilton Pl, Los Angeles, CA 90019"
750000,6,6,23086.8,"509 Camulos St, Los Angeles, CA 90033"
1800000,2,2,1266,"4455 Sherman Oaks Cir, Sherman Oaks, CA 91403"
925000,8,8,1598,"564 S Sadler Ave, Los Angeles, CA 90022"
795000,2,2,7505,"1922 Tamarind Ave #10, Los Angeles, CA 90068"
1028000,4,4,1784,"1142 Nadeau St, Los Angeles, CA 90001"
2300000,5,5,4517,"668 Westminster Ave, Venice, CA 90291"
2345000,2,2,2258,"2429 Eastern Canal, Venice, CA 90291"
1525000,3,3,5204,"1883 S Cochran Ave, Los Angeles, CA 90019"
2499000,3,3,1100,"2250 Bronson Hill Dr, Los Angeles, CA 90068"
819500,2,2,2700,"4443 Ventura Canyon Ave #103, Sherman Oaks, CA 91423"
1085000,3,3,2085,"3404 S Denison Ave, San Pedro, CA 90731"
1999000,9,9,8686,"1115 N Madison Ave, Los Angeles, CA 90029"
569000,3,3,2664,"1219 E 56th St, Los Angeles, CA 90011"
1032000,3,3,5223,"24312 Vanowen St, Los Angeles, CA 91307"
669000,2,2,1986,"1262 S Alma Ave, Los Angeles, CA 90023"
679999,3,3,1990,"734 E 79th St, Los Angeles, CA 90001"
3000000,12,12,2500,"7706 Hollywood Blvd, Los Angeles, CA 90046"
2695000,4,4,3416,"367 Dalkeith Ave, Los Angeles, CA 90049"
3650000,16,16,10890.0,"1645 Courtney Ave, Los Angeles, CA 90046"
488000,2,2,1106,"730 255th St Unit F, Harbor City, CA 90710"
875800,3,3,5395,"23130 Victory Blvd, Woodland Hills, CA 91367"
3600000,16,16,1570,"1400 N Hobart Blvd, Los Angeles, CA 90027"
995000,6,6,6900,"815 W 62nd Pl, Los Angeles, CA 90044"
1900000,3,3,928,"12025 Herbert St, Culver City, CA 90066"
640000,1,1,5378,"141 S Clark Dr #426, West Hollywood, CA 90048"
825000,4,4,1243,"10939 Scoville Ave, Sunland, CA 91040"
1995000,8,8,5203,"155 S Westmoreland Ave, Los Angeles, CA 90004"
1245000,6,6,8340,"7237 Kraft Ave, North Hollywood, CA 91605"
900000,5,5,10454.4,"22116 Hemmingway St, Canoga Park, CA 91304"
3375000,7,7,2279,"5012 Gerald Ave, Encino, CA 91436"
2995000,4,4,6310,"17009 Cotter Pl, Encino, CA 91436"
2799000,4,4,9240,"18039 Rosita St, Encino, CA 91316"
749000,2,2,9936,"6243-1/2 Nita Ave, Woodland Hills, CA 91367"
549900,3,3,796,"720 Penrith Dr, Los Angeles, CA 90023"
599000,3,3,1276,"1613 W 126th St, Los Angeles, CA 90047"
1398000,2,2,6550,"853 S Le Doux Rd #301, Los Angeles, CA 90035"
475000,2,2,19776,"384 S Miraleste Dr #465, San Pedro, CA 90732"
899998,4,4,19602.0,"11406 Sunburst St, Lakeview Terrace, CA 91342"
849000,4,4,2664,"17921 Ingomar St, Reseda, CA 91335"
1675000,4,4,5510,"4500 Don Milagro Dr, Los Angeles, CA 90008"
699000,3,3,1759,"5707 7th Ave, Los Angeles, CA 90043"
968000,3,3,5001,"2306 W 74th St, Los Angeles, CA 90043"
4398000,6,6,740,"5335 Sunnyslope Ave, Sherman Oaks, CA 91401"
1150000,3,3,1224,"7987 Sangamon Ave, Sun Valley, CA 91352"
1600000,3,3,2194,"5839 Shirley Ave, Tarzana, CA 91356"
819000,2,2,22651.2,"1805 S Barrington Ave #10, Los Angeles, CA 90025"
699300,3,3,1002,"815 S Harvard Blvd #201, Los Angeles, CA 90005"
1850000,8,8,1250,"12037 Rialto St, Sun Valley, CA 91352"
4150000,6,6,3600,"1960 Hillcrest Rd, Los Angeles, CA 90068"
48000000,7,7,7520,"15210 Antelo Pl, Los Angeles, CA 90077"
849999,3,3,6341,"2824 S s Orange Dr, Los Angeles, CA 90016"
609000,2,2,21780.0,"7100 La Tijera Blvd Unit D102, Los Angeles, CA 90045"
2800000,7,7,15042,"5525 Elmer Ave, North Hollywood, CA 91601"
1995000,7,7,3.22,"8664 Cadillac Ave, Los Angeles, CA 90034"
699000,3,3,892,"21025 Lemarsh St Unit E28, Chatsworth, CA 91311"
1500000,4,4,4810,"1872 Lake Shore Ave, Los Angeles, CA 90026"
799000,3,3,1021,"1517 Dalmatia Dr, San Pedro, CA 90732"
595000,3,3,2987,"736 E 103rd St, Los Angeles, CA 90002"
710000,3,3,6531,"6648 8th Ave, Los Angeles, CA 90043"
949000,3,3,3156,"6514 Glade Ave, Woodland Hills, CA 91303"
2499900,5,5,2498,"7612 Carmenita Ln, West Hills, CA 91304"
599000,1,1,1650,"5417 Village Grn, Los Angeles, CA 90016"
1549000,3,3,2.29,"2142 Century Park Ln #307, Los Angeles, CA 90067"
1888000,11,11,2144,"8417 S Halldale Ave, Los Angeles, CA 90047"
565000,2,2,12196.8,"28006 S Western Ave #171, San Pedro, CA 90732"
420000,3,3,1598,"8772 Prince Ave, Los Angeles, CA 90002"
310000,1,1,10.02,"5325 Newcastle Ave #334, Encino, CA 91316"
4295000,5,5,972,"11741 Manchester Way, Porter Ranch, CA 91326"
1349000,3,3,5480,"13354 Magnolia Blvd, Sherman Oaks, CA 91423"
467000,1,1,2430,"8710 Belford Ave Unit 126B, Los Angeles, CA 90045"
999000,3,3,4798,"18406 Jovan St, Tarzana, CA 91335"
649900,2,2,1177,"14806 Burbank Blvd #3, Sherman Oaks, CA 91411"
539000,3,3,7530,"819 N Hicks Ave, Los Angeles, CA 90063"
759000,3,3,5846,"18130 Andrea Cir N #1, Northridge, CA 91325"
760000,3,3,11325.6,"6511 Haas Ave, Los Angeles, CA 90047"
848000,4,4,925,"25329 Bayside Pl, Harbor City, CA 90710"
585000,2,2,1903,"514 S Harvard Blvd #205, Los Angeles, CA 90020"
2194000,6,6,4100,"22641 Macfarlane Dr, Woodland Hills, CA 91364"
1375000,2,2,6775,"640 N Sweetzer Ave #6, Los Angeles, CA 90048"
1100000,3,3,1092,"4221 W 59th Pl, Los Angeles, CA 90043"
1190000,4,4,1153,"508 N Kingsley Dr, Los Angeles, CA 90004"
775000,2,2,4983,"4200 Laurel Canyon Blvd #205, Studio City, CA 91604"
695000,0,0,475,"849 S Broadway #609, Los Angeles, CA 90014"
479000,3,3,5411,"6031 Fountain Park Ln, Apt 17, Woodland Hills, CA 91367"
1575000,6,6,2950,"6662 Satsuma Ave, North Hollywood, CA 91606"
1399000,4,4,7356,"10758-10760 Valley Spring Ln, Toluca Lake, CA 91602"
649000,1,1,1785,"950 N Kings Rd #245, West Hollywood, CA 90069"
4200000,3,3,6254,"5164 N Faris Ln, Woodland Hills, CA 91364"
949000,3,3,793,"11115 Acama St #205, Studio City, CA 91602"
4495000,5,5,2534,"12510 W Sunset Blvd, Los Angeles, CA 90049"
1450000,5,5,1.10,"5617 Denny Ave, North Hollywood, CA 91601"
999000,3,3,1590,"7101 Whitaker Ave, Van Nuys, CA 91406"
599000,2,2,4260,"600 W 9th St #209, Los Angeles, CA 90015"
4250000,5,5,8608,"9722 Saturn St, Los Angeles, CA 90035"
2899000,2,2,1802,"1633 N Beverly Dr, Beverly Hills, CA 90210"
299000,0,0,7430,"561 E Opp St, Wilmington, CA 90744"
995000,4,4,1428,"235A Hart St, Bedford-stuyvesant, NY 11206"
620000,2,2,1400,"106-15 Queens Blvd Unit 3N, Forest Hills, NY 11375"
4300000,4,4,3417,"475 Park Ave Unit 10A, New York, NY 10022"
3300000,2,2,10454.4,"1 5th Ave Unit 19G, New York, NY 10003"
18000000,3,3,2907,"555 W End Ave Unit The Solarium, New York, NY 10024"
9900000,5,5,7301,"555 W End Ave Unit The library, New York, NY 10024"
699000,2,2,3420,"27 E 65th St Unit 6D, New York, NY 10065"
1485000,2,2,8071,"441 E 57th St #2, New York, NY 10022"
1950000,2,2,3463,"29 E 64th St Unit 7C, New York, NY 10065"
849000,7,7,8071,"927 E 96th St, Canarsie, NY 11236"
1188000,4,4,1645,"36-19 216th St, Bayside, NY 11361"
398000,2,2,2008,"251-12 58th Ave #22, Little Neck, NY 11362"
2250000,2,2,10890.0,"101 W 87th St #507, New York, NY 10024"
315000,1,1,1979,"67-71 Yellowstone Blvd Unit 5L, Forest Hills, NY 11375"
788000,2,2,2500,"7-16 160th St, Beechhurst, NY 11357"
784999,6,6,2100,"1343 Saint Lawrence Ave, Bronx, NY 10472"
575000,0,0,4000,"255 W 23rd St Unit 5FW, New York, NY 10011"
1050000,4,4,960,"835 Dean Ave, Bronx, NY 10465"
2998000,10,10,710,"156-07 Sanford Ave, Flushing, NY 11355"
649000,4,4,1200,"Undisclosed address, Howard Beach, NY 11414"
650000,2,2,2031,"1462 Flatbush Ave Unit 1-A, Brooklyn, NY 11210"
377500,3,3,4000,"16-22 163 St Unit 6-348, Whitestone, NY 11357"
780000,3,3,2505,"1117 E 72 St #13, Brooklyn, NY 11234"
995000,2,2,1600,"500 Grand St Unit C7B, New York, NY 10002"
420000,2,2,1768,"68 Nancy Ct, Staten Island, NY 10306"
1249000,3,3,2818,"105-36 65 Rd, Forest Hills, NY 11375"
1600000,18,18,12300,"2525 Wallace Ave, Bronx, NY 10467"
4295000,5,5,5001,"401 E 60th St Unit 4C, New York, NY 10065"
950000,2,2,3498,"721 Flushing Ave Unit 7A, Brooklyn, NY 11206"
535000,6,6,988,"32-11 95th St, East Elmhurst, NY 11369"
699999,2,2,4788,"158-16 99th St, Howard Beach, NY 11414"
129999,2,2,3000,"1425 Thieriot Ave Unit 6C, Bronx, NY 10460"
785000,3,3,1400,"64-28 75th St, Middle Village, NY 11379"
2700000,8,8,3000,"1858 84th St, Brooklyn, NY 11214"
399888,0,0,900,"132-35 Sanford Ave #403, New York, NY 11355"
1295000,1,1,920,"37-26 32nd St Unit 4-A, New York, NY 11101"
249000,1,1,796,"35-16 85th St Unit 6C, Jackson Heights, NY 11372"
1585000,4,4,2000,"41-64 Westmoreland St, Little Neck, NY 11363"
4300000,2,2,3608,"15 E 30th St Unit 43E, New York, NY 10016"
625000,1,1,3000,"185 Park Row Unit 13E, New York, NY 10038"
715000,4,4,509,"128-35 146th St, Jamaica, NY 11436"
5995000,4,4,1137,"360 W 36th St Ph 12, New York, NY 10018"
1080000,3,3,4000,"57-44 226th St, Bayside, NY 11364"
850000,3,3,1402,"233-01 Mentone Ave, Rosedale, NY 11422"
840000,1,1,1948,"315 E 68th St Unit 13P, New York, NY 10065"
2299999,8,8,3794,"514 W 142nd St, New York, NY 10031"
799000,4,4,3600,"185-28 Jordan Ave, Saint Albans, NY 11412"
750000,2,2,7881,"431 Marine Ave Unit A, Brooklyn, NY 11209"
580000,1,1,2284,"234 W 16th St Unit 4C, New York, NY 10011"
2500000,5,5,3800,"154 Conselyea St, Williamsburg, NY 11211"
1049000,4,4,2588,"209 Street St, Queens Village, NY 11429"
1045000,2,2,1332,"117 E 102nd St Unit 2B, New York, NY 10029"
895000,3,3,5557,"475 Fdr Dr Unit L101, New York, NY 10002"
599000,3,3,1786,"1045 Bay Ridge Ave Unit 1B, Dyker Heights, NY 11219"
469900,2,2,1368,"31 Winfield St, Staten Island, NY 10305"
10995000,3,3,1830,"151 E 58th St Unit 32C, New York, NY 10022"
1295000,3,3,1024,"182 Minna St Unit 1B, Brooklyn, NY 11218"
899000,6,6,1600,"1268 E 56th St Unit *, Brooklyn, NY 11234"
369000,2,2,4000,"37-30 83rd St Unit 2H, Jackson Heights, NY 11372"
4995000,3,3,2031,"450 Washington St #1006, New York, NY 10013"
650000,3,3,2200,"169 Camden Ave, Staten Island, NY 10309"
539000,2,2,1350,"22 Girard St, Staten Island, NY 10307"
1475000,2,2,2499,"46-20 11th St Unit 3-A, New York, NY 11101"
1500000,4,4,1680,"2418 E 4th St, Brooklyn, NY 11223"
85000000,5,5,944,"48-50 W 69th St, New York, NY 10023"
1995000,2,2,1025,"52 Park Ave #13, New York, NY 10016"
358000,2,2,1587,"33-26 92 St Unit 6W, Jackson Heights, NY 11372"
259000,0,0,19600,"37-27 86 Unit 5C, Jackson Heights, NY 11372"
420000,2,2,4150,"64-34 102 St Unit 9W, Rego Park, NY 11374"
950000,1,1,1231,"309 W 82nd St Unit C, New York, NY 10024"
319000,1,1,683,"67-71 Yellowstone Blvd Unit 7O, Forest Hills, NY 11375"
1165000,0,0,950,"450 Washington St #507, New York, NY 10013"
790000,5,5,850,"3942 Paulding Ave, Bronx, NY 10466"
515000,0,0,929,"10 W 15th St #2020, New York, NY 10011"
3690000,6,6,478,"11 A Arlington Pl #1, Brooklyn, NY 11216"
1795000,1,1,1320,"450 Washington St #209, New York, NY 10013"
1270000,2,2,1800,"2 Charlton St Unit 6H, New York, NY 10013"
750000,2,2,1870,"80-06 47th Ave Unit 1E, Elmhurst, NY 11373"
548000,3,3,2605,"87 Andros Ave, Staten Island, NY 10303"
458000,3,3,636,"6740 136th St Unit B, Kew Garden Hills, NY 11367"
1248000,4,4,3600,"2335 Benson Ave, Brooklyn, NY 11214"
1650000,2,2,632,"250 S End Ave Unit 5FG, New York, NY 10280"
1050000,1,1,1400,"79 W 12th St Unit 11G, New York, NY 10011"
639000,3,3,1819,"409 Bard Ave, Staten Island, NY 10310"
775000,4,4,732,"104-57 Atlantic Ave, Jamaica, NY 11418"
830000,0,0,1656,"450 Washington St #206, New York, NY 10013"
1695000,1,1,2399,"51 5th Ave Unit 16D, New York, NY 10003"
700000,2,2,1215,"138 E 36th St Unit 5B, New York, NY 10016"
785000,3,3,80000,"25 Delmar Ave, Staten Island, NY 10312"
5950000,4,4,3024,"342 E 69th St, New York, NY 10021"
950000,0,0,1289,"774 E 35th St, Brooklyn, NY 11210"
1199000,4,4,1470,"119-14 15th Ave, College Point, NY 11356"
759000,3,3,4000,"59 Indale Ave, Staten Island, NY 10309"
1295000,2,2,2029,"382 West St Unit 3A, New York, NY 10014"
638000,1,1,2337,"2 Bay Club Dr Unit 7Z, Flushing, NY 11360"
200000,2,2,1976,"4380 Vireo Ave Unit 6F, Bronx, NY 10470"
725000,1,1,3252,"400 W 58th St Unit 5E, New York, NY 10019"
1275000,1,1,7560,"184 Kent Ave Unit C506, Brooklyn, NY 11249"
1327000,3,3,940,"478 King Ave, New York, NY 10464"
369000,2,2,900,"3935 Blackstone Ave Unit 5F, Bronx, NY 10471"
499000,2,2,717,"515 E 7th St Unit 3J, Brooklyn, NY 11218"
714999,2,2,2294,"11 Retford Ave, Staten Island, NY 10312"
880000,4,4,4325,"65-11 Admiral Ave, Middle Village, NY 11379"
12500000,4,4,900,"49 Greene St #2, New York, NY 10013"
1390000,2,2,1100,"515 5th Ave Unit 4C, Brooklyn, NY 11215"
679000,3,3,1000,"66 Evelyn Pl, Staten Island, NY 10305"
3200000,3,3,3130,"372 Pacific St, Brooklyn, NY 11217"
520000,2,2,1056,"99-05 63rd Dr Unit 14V, Rego Park, NY 11374"
238888,1,1,4000,"27 West Mill Dr Unit 7A, Great Neck, NY 11021"
312000,1,1,1588,"5140 30th Ave Unit 5E, Woodside, NY 11377"
545000,1,1,1522,"779 Riverside Dr Unit B30, New York, NY 10032"
1350000,1,1,3834,"21 India St Unit 29B, Brooklyn, NY 11222"
2799000,2,2,4833,"152 W 58th St, New York, NY 10019"
849000,3,3,18632,"1805 Patterson Ave, Bronx, NY 10473"
1080000,2,2,5412,"160 Riverside Dr Unit 4E, New York, NY 10024"
499000,3,3,1350,"35 1/2 Edgewater Park Unit 35 1/2A, Bronx, NY 10465"
399000,2,2,2724,"58-03 Calloway St Unit 4CC, Corona, NY 11368"
3390000,4,4,2200,"1065 Park Ave Unit 13AB, New York, NY 10128"
1195000,1,1,1250,"1065 Park Ave Unit 13B, New York, NY 10128"
1150000,2,2,754,"415 E 85th St Unit 7-GH, New York, NY 10028"
695000,3,3,741,"3187 Rawlins Ave, Bronx, NY 10465"
1399900,5,5,2706,"36 Herbert St, Staten Island, NY 10308"
1339000,2,2,5000,"40 Pinehurst Ave Ph 8B, New York, NY 10033"
750000,1,1,1239,"245 E 87th St Unit 5C, New York, NY 10128"
775000,1,1,5075,"245 E 87th St Unit 3E, New York, NY 10128"
930000,1,1,815,"301 E 22nd St Unit 17E, New York, NY 10010"
649800,3,3,850,"318 Fairbanks Ave, Staten Island, NY 10306"
595000,2,2,1152,"1000 E 35th St Unit 3-B, Brooklyn, NY 11210"
1895000,1,1,2300,"2 River Ter Unit 20-F, New York, NY 10282"
130000,1,1,1128,"2105 Wallace Ave Unit 4A, Bronx, NY 10462"
390000,2,2,915,"540 W 146th St #66, New York, NY 10031"
1150000,2,2,1092,"199 Prince St #14, New York, NY 10012"
969000,6,6,750,"126-10 172nd St, Jamaica, NY 11434"
1800000,10,10,700,"142-25 Latham Ln, Jamaica, NY 11434"
1399999,4,4,528,"97-12 23rd Ave, East Elmhurst, NY 11369"
969000,3,3,3000,"81-23 252nd St, Bellerose, NY 11426"
2298898,4,4,1693,"9-15 Malba Dr, Malba, NY 11357"
388000,0,0,4100,"134-54 Maple Ave Unit 2S, Flushing, NY 11355"
1400000,6,6,9131,"2298 Loring, Valley Stream, NY 10468"
240000,1,1,2808,"71-48 252nd St Unit 12A, Bellerose, NY 11426"
4150000,26,26,4800,"3156 Hull Ave, Bronx, NY 10467"
250000,1,1,5600,"26-20 141 St Unit 5F, Flushing, NY 11354"
1698000,5,5,7606,"39-17 221st St, Bayside, NY 11361"
4899000,3,3,700,"221 W 77th St Unit 6E, New York, NY 10024"
575000,0,0,1927,"321 E 48th St Unit 6J, New York, NY 10017"
3500000,2,2,21250,"1295 Madison Ave Unit 2B, New York, NY 10128"
2100000,6,6,5001,"2116 Voorhies Ave, Brooklyn, NY 11235"
379000,1,1,673,"7423 Ridge Blvd Unit 6F, Bay Ridge, NY 11209"
999000,2,2,750,"310 Windsor Pl #10, Brooklyn, NY 11218"
4995000,3,3,1100,"2 Horatio St Unit 12RS, New York, NY 10014"
4700000,8,8,3284,"108-24 Jewel Ave, New York, NY 11375"
548000,3,3,6000,"211-65 23 Ave Unit 2A, Bayside, NY 11360"
1750000,2,2,2048,"22 N 6th St Unit 19J, Brooklyn, NY 11249"
849000,3,3,2400,"40 W Brighton Ave #406, Brooklyn, NY 11224"
1950000,6,6,543,"115-21 14th Rd, Flushing, NY 11356"
1535000,1,1,1800,"160 Central Park S #3011, New York, NY 10019"
389000,1,1,400,"519 E 81st St Unit 1B, New York, NY 10028"
1188000,3,3,2000,"2216 E 26th St, Brooklyn, NY 11229"
952185,2,2,1955,"33-71 Prince St Unit 7J, Flushing, NY 11354"
849000,2,2,2000,"900 Knickerbocker Ave Unit 3A, Brooklyn, NY 11207"
1480000,6,6,741,"37-14 62nd St, Woodside, NY 11377"
967680,2,2,976,"33-71 Prince St Unit 7K, Flushing, NY 11354"
749000,1,1,2052,"630 1st Ave Unit 8-J, New York, NY 10016"
920060,2,2,2875,"33-71 Prince St Unit 7I, Flushing, NY 11354"
2795000,2,2,768,"310 E 53rd St Unit 18A, New York, NY 10022"
2895000,3,3,658,"46-30 Center Blvd Ph 4, New York, NY 11109"
850000,0,0,716,"550 Vanderbilt Ave #220, Brooklyn, NY 11238"
1550000,3,3,1603,"6702 19 Ave, Brooklyn, NY 11204"
545000,1,1,1763,"900 Knickerbocker Ave Unit 1A, Brooklyn, NY 11207"
920060,2,2,513,"33-71 Prince St Unit 7F, Flushing, NY 11354"
920060,2,2,2300,"33-71 Prince St Unit 7H, Flushing, NY 11354"
339000,1,1,906,"83-30 Vietor Ave #603, Elmhurst, NY 11373"
17750000,4,4,716,"1016 5th Ave Unit 11AC, New York, NY 10028"
920060,2,2,1867,"33-71 Prince St Unit 7G, Flushing, NY 11354"
468000,2,2,716,"21 Androvette Ave, Staten Island, NY 10312"
966320,2,2,800,"33-71 Prince St Unit 7E, Flushing, NY 11354"
973980,2,2,5525,"33-71 Prince St Unit 7C, Flushing, NY 11354"
1030000,4,4,3375,"112-09 Francis Lewis Blvd, Queens Village, NY 11429"
984060,2,2,716,"33-71 Prince St Unit 7D, Flushing, NY 11354"
475000,1,1,800,"900 Knickerbocker Ave Unit 2A, Brooklyn, NY 11207"
973980,2,2,5024,"33-71 Prince St Unit 7B, Flushing, NY 11354"
949000,6,6,752,"3684 Harper Ave, Bronx, NY 10466"
349000,2,2,773,"33-05 90 St Unit 6D, Jackson Heights, NY 11372"
1470000,2,2,2484,"25 Broad St Unit 18-T, New York, NY 10004"
8750000,5,5,2000,"15 W 81st St Unit 2D, New York, NY 10024"
1595000,2,2,500,"18 Morningside Ave #2, New York, NY 10026"
600000,1,1,773,"240 E 35th St Unit 8A, New York, NY 10016"
3500000,9,9,2600,"185 S 2nd St, Brooklyn, NY 11211"
725000,2,2,102150,"730 Fort Washington Ave Unit 3C, New York, NY 10040"
1495000,1,1,27878.4,"20 E 9th St Unit 8J, New York, NY 10003"
1325000,2,2,18569,"Sign in for address, New York, NY 10128"
1295000,1,1,5109,"425 5th Ave Unit 24-A, New York, NY 10016"
485000,1,1,1000,"447 Decatur St Unit 2B, Brooklyn, NY 11233"
3499000,3,3,880,"42 Garfield Pl #2, Brooklyn, NY 11215"
2450000,3,3,530,"45 Sutton Pl S Unit 14F, New York, NY 10022"
939000,3,3,2158,"3226 Tibbett Ave, New York, NY 10463"
7995000,4,4,2600,"1295 Madison Ave Unit 6A, New York, NY 10128"
975000,4,4,100,"1314 Myrtle Ave, Brooklyn, NY 11221"
2450000,3,3,2936,"128 W 26th St #13, New York, NY 10001"
2500000,2,2,1548,"10 Little West St Unit 34C, New York, NY 10004"
2075000,2,2,1576,"446 Kent Ave Unit 2G, Brooklyn, NY 11249"
1795000,2,2,2348,"150 W 56th St #5502, New York, NY 10019"
2149000,3,3,6351,"255 W 84th St Unit 8E, New York, NY 10024"
1350000,1,1,1426,"164 Bank St Unit 4A, New York, NY 10014"
749000,1,1,1690,"301 E 87th St Unit 14E, New York, NY 10128"
3895000,3,3,1652,"5 Beekman St Unit 27B, New York, NY 10038"
825000,4,4,1057,"108-03 221st St, New York, NY 11429"
699000,1,1,750,"240 Prospect Pl #6, Brooklyn, NY 11238"
1150000,1,1,1809,"325 5th Ave Unit 18F, New York, NY 10016"
2395000,2,2,1264,"255 Bowery #5, New York, NY 10002"
1150000,4,4,3045,"2243 60th St Unit 3A, Brooklyn, NY 11204"
1395000,3,3,600,"528 W 111th St #6, New York, NY 10025"
1450000,2,2,1400,"115 Morton St Unit 4A, New York, NY 10014"
