price,rooms,bathrooms,sqft,address,city
529999,2,2,1094,"6808 Hyde Park Dr Unit M, San Diego, CA 92119","San Diego, CA"
725000,3,3,1230,"11239 Avenida De Los Lobos Unit G, San Diego, CA 92127","San Diego, CA"
599000,2,2,899,"4549 33Rd St #7, San Diego, CA 92116","San Diego, CA"
3695000,5,5,3105,"4370 Newport Ave, San Diego, CA 92107","San Diego, CA"
1225000,4,4,7000,"2779 Amulet St, San Diego, CA 92123","San Diego, CA"
1199000,4,4,1800,"13061 Via Valedor, San Diego, CA 92129","San Diego, CA"
799000,2,2,1379,"11113 Scripps Ranch Blvd, San Diego, CA 92131","San Diego, CA"
669000,1,1,1282,"1501 India St #609, San Diego, CA 92101","San Diego, CA"
495000,1,1,847,"101 Market St #119, San Diego, CA 92101","San Diego, CA"
575000,3,3,695,"17404 Plaza Otonal, San Diego, CA 92128","San Diego, CA"
455000,1,1,1431,"1464 Essex St #6, San Diego, CA 92103","San Diego, CA"
1599900,3,3,588,"3862 Quarter Mile Dr, San Diego, CA 92130","San Diego, CA"
675000,2,2,1947,"17423 Plaza Otonal, Rancho Bernardo (san Diego), CA 92128","Rancho Bernardo (san Diego), CA"
695000,1,1,2.29,"9253 Regents Rd Unit A407, La Jolla, CA 92037","La Jolla, CA"
925000,4,4,1431,"1102 Woodrow Ave, San Diego, CA 92114","San Diego, CA"
1795000,4,4,764,"2221-27 29Th St, San Diego, CA 92104","San Diego, CA"
1989000,4,4,1886,"4258 Calle Isabelino, San Diego, CA 92130","San Diego, CA"
749900,2,2,10890.0,"611 W G St #221, San Diego, CA 92101","San Diego, CA"
730000,2,2,2780,"4752-Olive Street, San Diego, CA 92105","San Diego, CA"
1495000,3,3,8367,"13038 Lumen Way, San Diego, CA 92130","San Diego, CA"
748000,4,4,2281,"6730 Mezin Way, San Diego, CA 92114","San Diego, CA"
1768000,4,4,3447,"6012 Village Center Loop Rd #38, San Diego, CA 92130","San Diego, CA"
1769000,4,4,1246,"8129 Rose Quartz, San Diego, CA 92126","San Diego, CA"
459900,2,2,888,"5980 Dandridge Ln #227, San Diego, CA 92115","San Diego, CA"
5495000,5,5,6700,"6815 La Jolla Scenic Dr S, La Jolla, CA 92037","La Jolla, CA"
619000,2,2,1660,"10627 Dabney Dr #46, San Diego, CA 92126","San Diego, CA"
800000,3,3,1331,"3824 Ocean View Blvd, San Diego, CA 92113","San Diego, CA"
819900,2,2,5000,"4849 LYON St, San Diego, CA 92102","San Diego, CA"
1549000,3,3,2032,"18544 Lancashire Way, San Diego, CA 92128","San Diego, CA"
875000,3,3,2464,"10473 Caminito Mayten, San Diego, CA 92131","San Diego, CA"
2999000,3,3,1134,"2750 4th Ave #502, San Diego, CA 92103","San Diego, CA"
4300000,3,3,5819,"14817 Arroyo Rosita, Rancho Santa Fe, CA 92067","Rancho Santa Fe, CA"
1400000,3,3,12196.8,"15560 Andorra Way, San Diego, CA 92129","San Diego, CA"
2899000,5,5,920,"10735 Edenoaks St, Scripps Miramar, CA 92131","Scripps Miramar, CA"
1000000,3,3,942,"1959 Felspar St #2, San Diego, CA 92109","San Diego, CA"
580000,2,2,6691,"8676 New Salem St #129, San Diego, CA 92126","San Diego, CA"
1775000,4,4,860,"5561 Sandburg Ave, San Diego, CA 92122","San Diego, CA"
720000,1,1,2390,"13781 Mango Dr, Del Mar, CA 92014","Del Mar, CA"
4500000,4,4,2000,"4341-47 Arizona St, San Diego, CA 92104","San Diego, CA"
5495000,5,5,7710,"2408 First Ave, San Diego, CA 92101","San Diego, CA"
950000,5,5,14374.8,"3058-60 44th, San Diego, CA 92105","San Diego, CA"
718995,4,4,2120,"4863 Polk Ave, San Diego, CA 92105","San Diego, CA"
4499000,5,5,1150,"13027 Via Latina, Del Mar, CA 92014","Del Mar, CA"
439000,1,1,1938,"4099 HUERFANO Ave #210, San Diego, CA 92117","San Diego, CA"
1085000,2,2,3300,"700 W Harbor Dr #604, San Diego, CA 92101","San Diego, CA"
1150000,2,2,8600,"13509 Jadestone Way, San Diego, CA 92130","San Diego, CA"
1150000,3,3,600,"2037 Seagull Ln, San Diego, CA 92123","San Diego, CA"
1077000,2,2,1376,"12618 Carmel Country Rd #68, San Diego, CA 92130","San Diego, CA"
2699000,8,8,1428,"4153-55 Utah St, San Diego, CA 92104","San Diego, CA"
2030000,4,4,32234.4,"6240 Bernadette Ln, San Diego, CA 92120","San Diego, CA"
779000,2,2,1735,"11192 Catarina Ln #111, San Diego, CA 92128","San Diego, CA"
849500,2,2,6200,"1025 ISLAND Ave #314, San Diego, CA 92101","San Diego, CA"
1399000,4,4,1178,"11980 BREWSTER Ct, San Diego, CA 92128","San Diego, CA"
2990000,6,6,3217,"2731 Glenwick Pl, La Jolla, CA 92037","La Jolla, CA"
1825000,4,4,4666,"17640 Alva Rd, San Diego, CA 92127","San Diego, CA"
1899000,3,3,3095,"1325 Pacific Hwy #1607, San Diego, CA 92101","San Diego, CA"
1350000,3,3,8238,"17760 Cumana Ter, San Diego, CA 92128","San Diego, CA"
985000,3,3,956,"16331 Gabarda Rd, San Diego, CA 92128","San Diego, CA"
599000,3,3,1276,"4517 College Way Unit J, San Diego, CA 92115","San Diego, CA"
489000,2,2,1813,"6868 Hyde Park Dr Unit H, San Diego, CA 92119","San Diego, CA"
640000,1,1,2560,"2510 Torrey Pines Rd #403, La Jolla, CA 92037","La Jolla, CA"
1295000,5,5,8200,"4271 Mount Henry Ave, San Diego, CA 92117","San Diego, CA"
777000,2,2,2222,"9940 Scripps Vista Way #135, San Diego, CA 92131","San Diego, CA"
684500,3,3,6507,"17484 Plaza Del Curtidor #178, San Diego, CA 92128","San Diego, CA"
690000,3,3,1474,"4062 Sandton Ln #709, San Diego, CA 92105","San Diego, CA"
2895000,3,3,2355,"7060 Caminito La Benera, La Jolla, CA 92037","La Jolla, CA"
700000,2,2,1905,"1929 Missouri St, San Diego, CA 92109","San Diego, CA"
599900,3,3,7100,"3196 Van Dyke Ave, San Diego, CA 92105","San Diego, CA"
950000,5,5,1171,"6975 Everglades Ave, San Diego, CA 92119","San Diego, CA"
1499900,3,3,1094,"2227 C St, San Diego, CA 92102","San Diego, CA"
875000,3,3,8.64,"4485 Bond St, San Diego, CA 92109","San Diego, CA"
1895000,3,3,631,"4671 E Talmadge Dr, San Diego, CA 92116","San Diego, CA"
795000,1,1,1420,"4878 Pescadero Ave #101, San Deigo, CA 92107","San Deigo, CA"
1250000,2,2,7300,"1388 Kettner Blvd #1907, San Diego, CA 92101","San Diego, CA"
1050000,3,3,1216,"3738 King St, La Mesa, CA 91941","La Mesa, CA"
509900,2,2,1455,"17657 Pomerado Rd #253, San Diego, CA 92128","San Diego, CA"
1580000,3,3,1494,"6012 Village Center Loop Rd #35, San Diego, CA 92130","San Diego, CA"
850000,4,4,1980,"4556 Southampton St, San Diego, CA 92117","San Diego, CA"
850000,4,4,1196,"7018 Cowles Mountain Blvd, San Diego, CA 92119","San Diego, CA"
2399000,3,3,2248,"8168 Santaluz Village Grn N, San Diego, CA 92127","San Diego, CA"
950000,2,2,973,"4015 Crown Point Dr #106, San Diego, CA 92109","San Diego, CA"
899000,1,1,1419,"301 W G St #442, San Diego, CA 92101","San Diego, CA"
519900,1,1,714,"777 6th Ave #417, San Diego, CA 92101","San Diego, CA"
849000,2,2,693,"103 Montecito Way, San Diego, CA 92103","San Diego, CA"
4150000,2,2,1901,"939 Coast Blvd Unit 12B, La Jolla, CA 92037","La Jolla, CA"
2800000,3,3,1937,"5170 Saddlery Sq, San Diego, CA 92130","San Diego, CA"
1199000,5,5,3098,"6234 Rose Lake Ave, San Diego, CA 92119","San Diego, CA"
1325000,3,3,1917,"3725 Old Cobble Rd, San Diego, CA 92111","San Diego, CA"
769000,2,2,6700,"3987 NOBEL Dr #352, San Diego, CA 92122","San Diego, CA"
874900,2,2,1820,"325 7Th Ave #704, San Diego, CA 92101","San Diego, CA"
1290000,0,0,3501,"2487 Kettner Blvd, San Diego, CA 92101","San Diego, CA"
795000,2,2,1100,"2274 Caminito Pescado #35, San Diego, CA 92107","San Diego, CA"
3088888,5,5,9.02,"15711 Kristen Gln, San Diego, CA 92127","San Diego, CA"
1439000,4,4,1181,"4590 47Th St, San Diego, CA 92115","San Diego, CA"
219000,2,2,1610,"4926 Old Cliffs Rd, San Diego, CA 92120","San Diego, CA"
1089000,2,2,875,"4082 Mahaila Ave Unit E, San Diego, CA 92122","San Diego, CA"
2350000,3,3,1074,"1212 Diamond St, San Diego, CA 92109","San Diego, CA"
9890000,6,6,3824,"1796 Soledad Ave, La Jolla, CA 92037","La Jolla, CA"
2450000,2,2,7360,"3940 Gresham St #121, San Diego, CA 92109","San Diego, CA"
550000,2,2,1506,"13834 Via Rimini, San Diego, CA 92129","San Diego, CA"
2099000,2,2,6900,"801 Ash St #2001, San Diego, CA 92101","San Diego, CA"
839000,1,1,1120,"8642 Villa La Jolla Dr #2, La Jolla, CA 92037","La Jolla, CA"
342000,1,1,1719,"2920 Briarwood Rd Unit C8, Bonita, CA 91902","Bonita, CA"
3400000,4,4,1976,"14820 Caminito Lorren, Del Mar, CA 92014","Del Mar, CA"
899000,3,3,6300,"244 27Th St, San Diego, CA 92102","San Diego, CA"
2465000,5,5,7770,"15541 Pinehurst Pl, Scripps Miramar, CA 92131","Scripps Miramar, CA"
875000,4,4,20473.2,"17355 Caminito Canasto, San Diego, CA 92127","San Diego, CA"
1125000,3,3,1559,"8685 Hebrides Dr, San Diego, CA 92126","San Diego, CA"
1499500,4,4,810,"3248 Geddes Dr, San Diego, CA 92117","San Diego, CA"
650000,2,2,1882,"3690 Menlo Ave, San Diego, CA 92105","San Diego, CA"
699000,1,1,1016,"1080 Park Blvd #601, San Diego, CA 92101","San Diego, CA"
3495000,4,4,599,"4373 Osprey St, San Diego, CA 92107","San Diego, CA"
399000,1,1,3526,"1605 S Hotel Cir Unit B111, San Diego, CA 92108","San Diego, CA"
1250000,2,2,15246.0,"3030 Jarvis St #9, San Diego, CA 92106","San Diego, CA"
399000,1,1,1152,"2930 Alta View Dr Unit 107K, San Diego, CA 92139","San Diego, CA"
495000,2,2,4326,"6955 Alvarado #54, San Diego, CA 92120","San Diego, CA"
629000,2,2,4435,"11150 Kelowna Rd #67, San Diego, CA 92126","San Diego, CA"
445000,1,1,14374.8,"2783 C St #17, San Diego, CA 92102","San Diego, CA"
2889900,5,5,4397,"11673 Big Canyon Ln, San Diego, CA 92131","San Diego, CA"
1950000,4,4,15681.6,"3719 Brandywine St, San Diego, CA 92117","San Diego, CA"
825000,3,3,1924,"7512 Rainswept Ln, San Diego, CA 92119","San Diego, CA"
725000,3,3,7400,"7842 Hummingbird Ln, San Diego, CA 92123","San Diego, CA"
668000,1,1,1617,"12275 Carmel Vista Rd #126, San Diego, CA 92130","San Diego, CA"
775000,6,6,8.17,"847 Harris Ave, San Diego, CA 92154","San Diego, CA"
535000,2,2,1336,"12555 Oaks North Dr #201, San Diego, CA 92128","San Diego, CA"
949900,2,2,791,"9493 High Park Ln, San Diego, CA 92129","San Diego, CA"
619900,2,2,1842,"550 Park Blvd #2212, San Diego, CA 92101","San Diego, CA"
875000,3,3,10454.4,"331 W University Ave, San Diego, CA 92103","San Diego, CA"
2325000,4,4,1096,"4171 Bandini, San Diego, CA 92103","San Diego, CA"
1475000,3,3,4.54,"2074 Catalina, San Diego, CA 92107","San Diego, CA"
870000,2,2,1109,"3890 Nobel Dr #1904, San Diego, CA 92122","San Diego, CA"
2100000,6,6,4947,"3701 Tavara Cir, San Diego, CA 92117","San Diego, CA"
979000,3,3,970,"16963 New Rochelle Way #58, San Diego, CA 92127","San Diego, CA"
1749000,4,4,1160,"2735 Soderblom Ave, San Diego, CA 92122","San Diego, CA"
895000,1,1,2525,"4667 Ocean Blvd #311, San Diego, CA 92109","San Diego, CA"
1750000,4,4,2574,"15591 Manley Way, San Diego, CA 92127","San Diego, CA"
3449000,3,3,5573,"2145 Belloc Ct, San Diego, CA 92109","San Diego, CA"
939000,3,3,1319,"3644 Mission Montana, San Diego, CA 92120","San Diego, CA"
429000,1,1,1200,"10737 San Diego Mission Rd #115, San Diego, CA 92108","San Diego, CA"
789000,4,4,3109,"5715 Baltimore Dr #83, La Mesa, CA 91942","La Mesa, CA"
899000,2,2,6376,"700 W E St #3504, San Diego, CA 92101","San Diego, CA"
2995000,5,5,1428,"6534 Fischer Way, San Diego, CA 92130","San Diego, CA"
1299000,3,3,1976,"12227 Mulholland Ct, San Diego, CA 92128","San Diego, CA"
475000,1,1,11325.6,"9919 Azuaga St Unit E207, San Diego, CA 92129","San Diego, CA"
1249000,4,4,697,"17069 OCULTO Ct, San Diego, CA 92127","San Diego, CA"
2450000,6,6,2289,"16313 Fox Valley Dr, San Diego, CA 92127","San Diego, CA"
799000,3,3,2814,"3955 Debbyann Pl, San Diego, CA 92154","San Diego, CA"
1175000,3,3,2447,"11951 Miro Cir, San Diego, CA 92131","San Diego, CA"
1499000,4,4,10018.8,"6644 BELLE HAVEN Dr, San Diego, CA 92120","San Diego, CA"
424999,1,1,1589,"3142 Midway Dr #104, San Diego, CA 92110","San Diego, CA"
769000,3,3,2785,"737 Carlsbad St, Spring Valley, CA 91977","Spring Valley, CA"
720000,1,1,616,"4075 Carmel View Rd #11, San Diego, CA 92130","San Diego, CA"
964500,2,2,1612,"2112 Adams Ave, San Diego, CA 92116","San Diego, CA"
1699000,5,5,2.72,"5137-39 Bellvale Ave, San Diego, CA 92117","San Diego, CA"
5300000,5,5,993,"5325 Sweetwater Trl, San Diego, CA 92130","San Diego, CA"
785000,5,5,3350,"2869 Corte Rayito, San Ysidro, CA 92173","San Ysidro, CA"
2450000,5,5,1671,"5572 Havenridge Way, San Diego, CA 92130","San Diego, CA"
749000,2,2,5709,"12245 Carmel Vista Rd #188, San Diego, CA 92130","San Diego, CA"
810000,2,2,1082,"10427 Ridgewater Ln, San Diego, CA 92131","San Diego, CA"
800000,3,3,1523,"1434 Manchester St, National City, CA 91950","National City, CA"
629000,5,5,6100,"574 Kingswood St, San Diego, CA 92114","San Diego, CA"
690000,3,3,1904,"4098 Chanute St, San Diego, CA 92154","San Diego, CA"
450000,2,2,9539,"4469 Home Ave Unit 1, San Diego, CA 92105","San Diego, CA"
369999,1,1,989,"6672 University Ave, San Diego, CA 92115","San Diego, CA"
1099000,4,4,780,"2405 Casement St, San Diego, CA 92123","San Diego, CA"
429999,0,0,535,"1150 J St #324, San Diego, CA 92101","San Diego, CA"
2750000,6,6,1650,"15524 Pinehurst Pl, San Diego, CA 92131","San Diego, CA"
1450000,3,3,6100,"8517 Aspect Dr, San Diego, CA 92108","San Diego, CA"
738000,2,2,718,"5395 Balboa Ave, San Diego, CA 92117","San Diego, CA"
1850000,4,4,4435,"11436 Holly Fern Ct, San Diego, CA 92131","San Diego, CA"
1149999,3,3,1688,"6832 Lazy Clouds, San Diego, CA 92120","San Diego, CA"
975000,3,3,1216,"6326 Clara Lee Ave, San Diego, CA 92120","San Diego, CA"
1350000,5,5,2529,"6564 Jackson Dr, San Diego, CA 92119","San Diego, CA"
1189000,2,2,5488,"895 Felspar St, San Diego, CA 92109","San Diego, CA"
599000,3,3,1224,"3533 Stockman St, National City, CA 91950","National City, CA"
936000,2,2,2078,"4304 Mentone St, San Diego, CA 92107","San Diego, CA"
1548000,4,4,20037.6,"10952 Riesling Dr, San Diego, CA 92131","San Diego, CA"
2395000,3,3,2728,"1703 Law St, San Diego, CA 92109","San Diego, CA"
1000000,3,3,9000,"4468 37th St, San Diego, CA 92116","San Diego, CA"
557000,1,1,1096,"5865 Friars Rd #3415, San Diego, CA 92110","San Diego, CA"
1150000,2,2,1040,"2164 Historic Decatur Rd #17, San Diego, CA 92106","San Diego, CA"
549900,2,2,6300,"1454 15Th St, Imperial Beach, CA 91932","Imperial Beach, CA"
1699000,3,3,668,"4581 Da Vinci St, San Diego, CA 92130","San Diego, CA"
939000,2,2,2758,"7880 Via Montebello #2, San Diego, CA 92129","San Diego, CA"
1100000,3,3,2041,"1626 Regulus St, San Diego, CA 92111","San Diego, CA"
2250000,5,5,1766,"12143 Travertine Ct, Poway, CA 92064","Poway, CA"
441000,2,2,6300,"6661 Bell Bluff Ave, San Diego, CA 92119","San Diego, CA"
499000,1,1,910,"11255 Tierrasanta Blvd #98, San Diego, CA 92124","San Diego, CA"
679000,2,2,2995,"1233 22nd St #5, San Diego, CA 92102","San Diego, CA"
3549000,3,3,959,"7990 Entrada De Luz East, San Diego, CA 92127","San Diego, CA"
949000,2,2,1101,"575 6Th Ave #1110, San Diego, CA 92101","San Diego, CA"
575000,3,3,952,"3806-10 Acacia, San Diego, CA 92113","San Diego, CA"
1049900,3,3,2000,"9203 Hector Ave, San Diego, CA 92123","San Diego, CA"
685000,3,3,3057,"5259 Laurel, San Diego, CA 92105","San Diego, CA"
899000,2,2,1432,"1441 9Th Ave #1303, San Diego, CA 92101","San Diego, CA"
990000,3,3,1442,"8311 Bashan Lake Ave, San Diego, CA 92119","San Diego, CA"
2899000,4,4,6100,"4867 Bradshaw Ct, San Diego, CA 92130","San Diego, CA"
515000,2,2,3316,"6848 Quebec Ct #2, San Diego, CA 92139","San Diego, CA"
570000,2,2,875,"15094 Avenida Venusto #214, San Diego, CA 92128","San Diego, CA"
1325000,5,5,2165,"7436 Rock Canyon Dr, San Diego, CA 92126","San Diego, CA"
1375000,5,5,4911,"5573 Fontaine St, San Diego, CA 92120","San Diego, CA"
1195000,3,3,2088,"17540 Cumana Ter, San Diego, CA 92128","San Diego, CA"
1585000,4,4,9400,"16432 Ambrose Ln, San Diego, CA 92127","San Diego, CA"
1060000,3,3,1528,"9501 Questa Pointe, San Diego, CA 92126","San Diego, CA"
849000,3,3,2131,"6213 Lake Aral Dr, San Diego, CA 92119","San Diego, CA"
1395000,4,4,37897.2,"8575 OLD STONEFIELD CHASE, San Diego, CA 92127","San Diego, CA"
2389000,4,4,1444,"6725 SOLTERRA VISTA Pkwy, San Diego, CA 92130","San Diego, CA"
549000,2,2,7.34,"2941 C St #460, San Diego, CA 92102","San Diego, CA"
800000,2,2,1098,"12068 Obispo Rd, San Diego, CA 92128","San Diego, CA"
1795000,3,3,6500,"1511 Oliver Ave, San Diego, CA 92109","San Diego, CA"
618800,2,2,2302,"11942 Rancho Bernardo Rd Unit A, San Diego, CA 92128","San Diego, CA"
889000,4,4,2761,"1715 Tamarand Way, San Diego, CA 92154","San Diego, CA"
839000,2,2,875,"7254 Shoreline Dr #138, San Diego, CA 92122","San Diego, CA"
1298000,3,3,1305,"17145 Prado Pl, San Diego, CA 92128","San Diego, CA"
1550000,4,4,7000,"12262 Ranch House Rd, San Diego, CA 92128","San Diego, CA"
369000,0,0,1838,"4060 Huerfano Ave #306, San Diego, CA 92117","San Diego, CA"
1249900,3,3,5749,"4758 Constance Dr, San Diego, CA 92115","San Diego, CA"
1525000,4,4,1106,"4776 Mount Etna Dr, San Diego, CA 92117","San Diego, CA"
1369000,2,2,2011,"3542 Poe St, San Diego, CA 92106","San Diego, CA"
1249000,3,3,5100,"7818 Gaston Dr, San Diego, CA 92126","San Diego, CA"
1050000,3,3,885,"2630 Torrey Pines Rd Unit E22, La Jolla, CA 92037","La Jolla, CA"
2750000,7,7,2165,"939-41 Loring St, San Diego, CA 92109","San Diego, CA"
1799000,4,4,2556,"10758 Carillon Ct, San Diego, CA 92131","San Diego, CA"
3495000,4,4,9400,"14725 Caminito Porta Delgada, Del Mar, CA 92014","Del Mar, CA"
1450000,2,2,425,"2500 Torrey Pines Rd #503, La Jolla, CA 92037","La Jolla, CA"
695000,2,2,1156,"4315 Loma Riviera Ct, San Diego, CA 92110","San Diego, CA"
429000,2,2,1728,"1673 Pentecost Way #4, San Diego, CA 92105","San Diego, CA"
475000,1,1,6300,"1225 Island Ave #111, San Diego, CA 92101","San Diego, CA"
1999000,2,2,1049,"1865 Capistrano St, San Diego, CA 92106","San Diego, CA"
450000,1,1,1851,"8023 Caminito De Pizza Unit E, San Diego, CA 92108","San Diego, CA"
525000,1,1,5611,"425 W Beech St #435, San Diego, CA 92101","San Diego, CA"
1350000,5,5,1373,"6179 Baltimore Dr, La Mesa, CA 91942","La Mesa, CA"
625000,2,2,2985,"2236 River Run Dr #234, San Diego, CA 92108","San Diego, CA"
899900,2,2,2230,"5018 Monroe Ave, San Diego, CA 92115","San Diego, CA"
2388800,3,3,9119,"5282 Caminito Providencia, Rancho Santa Fe, CA 92067","Rancho Santa Fe, CA"
899000,4,4,3022,"10227 Caminito Pitaya, San Diego, CA 92131","San Diego, CA"
810000,3,3,4.50,"2862 Callejon, San Diego, CA 92139","San Diego, CA"
838888,2,2,1344,"12685 Camino Mira Del Mar #148, San Diego, CA 92130","San Diego, CA"
582000,1,1,535,"3440 Lebon Dr #4113, San Diego, CA 92122","San Diego, CA"
1199000,2,2,1630,"12209 Horado Rd, San Diego, CA 92128","San Diego, CA"
500000,2,2,1154,"2920 Briarwood Rd Unit C6, Bonita, CA 91902","Bonita, CA"
1799000,2,2,1603,"1618 Law St, San Diego, CA 92109","San Diego, CA"
1288000,2,2,6831,"325 7th Ave #1204, San Diego, CA 92101","San Diego, CA"
1599900,5,5,1091,"11950 Thomas Hayes Ln, San Diego, CA 92126","San Diego, CA"
1150000,3,3,2281,"3007 Sterne St, San Diego, CA 92106","San Diego, CA"
2149900,4,4,13068.0,"8465 High Rose Ter, San Diego, CA 92127","San Diego, CA"
599000,3,3,1221,"613 Beyer Way #504, San Diego, CA 92154","San Diego, CA"
1649999,4,4,5000,"3154 B St, San Diego, CA 92102","San Diego, CA"
610000,1,1,2996,"235 Market St #404, San Diego, CA 92101","San Diego, CA"
1999900,6,6,6140,"2115 GARNET Ave, Pacific Beach (san Diego), CA 92109","Pacific Beach (san Diego), CA"
549900,3,3,1646,"7002 Appian Dr, San Diego, CA 92139","San Diego, CA"
795000,3,3,2720,"2002 Dartmoor Dr, Lemon Grove, CA 91945","Lemon Grove, CA"
1124900,4,4,9873,"3851 42nd St, San Diego, CA 92105","San Diego, CA"
769000,2,2,718,"3975 Nobel Dr #300, San Diego, CA 92122","San Diego, CA"
1449000,4,4,1,"9049 Gainsborough Ave, San Diego, CA 92129","San Diego, CA"
2650000,6,6,6295,"7923 Avenida Tamarindo, San Diego, CA 92129","San Diego, CA"
550000,2,2,1224,"244 26Th St, San Diego, CA 92102","San Diego, CA"
649000,1,1,2.99,"575 6th Ave #901, San Diego, CA 92101","San Diego, CA"
569000,1,1,1274,"7425 Charmant Dr #2609, San Diego, CA 92122","San Diego, CA"
1049900,3,3,7900,"6221 Lake Badin Ave, San Diego, CA 92119","San Diego, CA"
699000,2,2,1650,"16648 Roca Dr, San Diego, CA 92128","San Diego, CA"
899000,2,2,1100,"16429 Roca Dr, San Diego, CA 92128","San Diego, CA"
1695000,4,4,1764,"9695 Claiborne Sq, La Jolla, CA 92037","La Jolla, CA"
1500000,3,3,22215.6,"5026 Mansfield St, San Diego, CA 92116","San Diego, CA"
3595000,4,4,3907,"560 Torrey Point Rd, Del Mar, CA 92014","Del Mar, CA"
1950000,4,4,8357,"10084 Branford Rd, San Diego, CA 92129","San Diego, CA"
1000000,3,3,900,"13531 Grain Ln, San Diego, CA 92129","San Diego, CA"
1498000,4,4,1842,"13808 Via Boltana, San Diego, CA 92129","San Diego, CA"
1688888,3,3,653,"16240 Camden Cir, San Diego, CA 92127","San Diego, CA"
815000,1,1,704,"1205 Pacific Hwy #301, San Diego, CA 92101","San Diego, CA"
1350000,3,3,1862,"4625 Shoshoni Ave, San Diego, CA 92117","San Diego, CA"
949000,4,4,6600,"1020-1024 41St St, San Diego, CA 92102","San Diego, CA"
1349000,3,3,1358,"6366 Estrella Ave, San Diego, CA 92120","San Diego, CA"
1495000,7,7,1410,"385 Lake Dr, Escondido, CA 92029","Escondido, CA"
1183000,4,4,6300,"4276 Mount Herbert Ave, San Diego, CA 92117","San Diego, CA"
849000,2,2,2601,"4012 Nobel Dr #201, San Diego, CA 92122","San Diego, CA"
789900,2,2,6710,"3466 Spring Tide, San Diego, CA 92110","San Diego, CA"
2995000,7,7,1540,"707-711 Ensenada Ct, San Diego, CA 92109","San Diego, CA"
1499950,2,2,908,"1404 Thomas Ave, San Diego, CA 92109","San Diego, CA"
874900,2,2,2500,"3812 Park Blvd #305, San Diego, CA 92103","San Diego, CA"
1450000,2,2,1260,"550 Front St #508, San Diego, CA 92101","San Diego, CA"
1695000,5,5,1509,"5751 Malvern Ct, San Diego, CA 92120","San Diego, CA"
1695000,3,3,2412,"4626 Da Vinci, San Diego, CA 92130","San Diego, CA"
1699000,3,3,7200,"4201 Hilldale Rd, San Diego, CA 92116","San Diego, CA"
1695000,4,4,2210,"2961 Poinsettia Dr, San Diego, CA 92106","San Diego, CA"
1850000,4,4,3562,"17876 Via Altiva, San Diego, CA 92128","San Diego, CA"
428000,1,1,1641,"2650 Broadway #207, San Diego, CA 92102","San Diego, CA"
180000,1,1,13939.2,"2750 Wheatstone Spc 110, San Diego, CA 92111","San Diego, CA"
675000,3,3,2224,"4230 60Th St, San Diego, CA 92115","San Diego, CA"
699000,2,2,2279,"5733 Thorn St, San Diego, CA 92105","San Diego, CA"
1050000,3,3,521,"10352 Rancho Carmel Dr, San Diego, CA 92128","San Diego, CA"
779000,1,1,550,"3217 Columbia St #6, San Diego, CA 92103","San Diego, CA"
615000,2,2,918,"766 Portside Pl, San Diego, CA 92154","San Diego, CA"
990000,2,2,13503.6,"363 Rosecrans St, San Diego, CA 92106","San Diego, CA"
1500000,2,2,1044,"700 W E St #1904, San Diego, CA 92101","San Diego, CA"
4995000,4,4,5900,"14855 Chesfield Ct, San Diego, CA 92127","San Diego, CA"
799999,2,2,1767,"10970 Ivy Hill Dr #5, San Diego, CA 92131","San Diego, CA"
749000,2,2,3.56,"9722 Caminito De La Fada, San Diego, CA 92124","San Diego, CA"
4450000,3,3,1137,"336 Nautilus St, La Jolla, CA 92037","La Jolla, CA"
1650000,3,3,1643,"9207 Irongate Ln, San Diego, CA 92126","San Diego, CA"
1699900,4,4,1148,"12445 Dormouse, San Diego, CA 92129","San Diego, CA"
1599000,4,4,1468,"11774 Lake Grove Ct, San Diego, CA 92131","San Diego, CA"
595000,2,2,5252,"3966 60Th St #57, San Diego, CA 92115","San Diego, CA"
829000,3,3,1.80,"952 Alvin St, San Diego, CA 92114","San Diego, CA"
1790000,3,3,1288,"4686 Greene St, San Diego, CA 92107","San Diego, CA"
2199000,5,5,1124,"11597 Jaguar Ct, San Diego, CA 92131","San Diego, CA"
1149000,4,4,2000,"6414 Thornwood St, San Diego, CA 92111","San Diego, CA"
1700000,4,4,6258,"3770 Alabama St, San Diego, CA 92104","San Diego, CA"
859000,3,3,1433,"7947 SAN CARLOS Dr, San Diego, CA 92119","San Diego, CA"
849000,3,3,15246.0,"7146 Peter Pan Ave, San Diego, CA 92114","San Diego, CA"
545000,1,1,1946,"8889 Caminito Plaza Centro #7422, San Diego, CA 92122","San Diego, CA"
1675000,3,3,6088,"3340 Xenophon St, San Diego, CA 92106","San Diego, CA"
669000,3,3,2060,"3596 Birch St, San Diego, CA 92113","San Diego, CA"
799900,2,2,9493,"1005 30th St, San Diego, CA 92102","San Diego, CA"
455000,2,2,1041,"3550 Sunset Ln #15, San Diego, CA 92173","San Diego, CA"
3595000,3,3,1762,"874 Harbor View Pl, San Diego, CA 92106","San Diego, CA"
599999,4,4,6200,"6456 Tooley St, San Diego, CA 92114","San Diego, CA"
1199000,2,2,1655,"808 Jamaica Ct, San Diego, CA 92109","San Diego, CA"
2199888,4,4,2257,"1815 Altamira Pl, San Diego, CA 92103","San Diego, CA"
1750000,2,2,5400,"1712 Froude St, San Diego, CA 92107","San Diego, CA"
