price,rooms,address,city
27799,1,"1200 S Figueroa St, Los Angeles, CA 90015","Los Angeles, CA"
27799,2,"1200 S Figueroa St, Los Angeles, CA 90015","Los Angeles, CA"
27799,3,"1200 S Figueroa St, Los Angeles, CA 90015","Los Angeles, CA"
11000,0,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,1,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,2,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,3,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,4,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
1942,0,"1718 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
3400,1,"1718 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
3400,2,"1718 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
2693,0,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
6827,1,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
6827,2,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
6827,3,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
2950,0,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
5100,1,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
5100,2,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
5100,3,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
2571,0,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
6300,1,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
6300,2,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
6300,3,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
2200,0,"3150 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
4804,1,"3150 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
4804,2,"3150 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
2865,0,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
4012,1,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
4012,2,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
4012,3,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
2307,0,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
21096,1,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
21096,2,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
21096,3,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
3073,0,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
13099,1,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
13099,2,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
13099,3,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
2702,0,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
9372,1,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
9372,2,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
9372,3,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
1938,0,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
10000,1,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
10000,2,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
10000,3,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
3115,0,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
8560,1,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
8560,2,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
8560,3,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
4995,3,"4025 Grand View Blvd, Los Angeles, CA 90066","Los Angeles, CA"
2907,0,"11916 W Pico Blvd, Los Angeles, CA 90064","Los Angeles, CA"
6087,1,"11916 W Pico Blvd, Los Angeles, CA 90064","Los Angeles, CA"
6087,2,"11916 W Pico Blvd, Los Angeles, CA 90064","Los Angeles, CA"
3027,0,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
8709,1,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
8709,2,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
8709,3,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
1454,0,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,1,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,2,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,3,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,4,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
3243,0,"640 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
8030,1,"640 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
8030,2,"640 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
2250,0,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
3750,1,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
3750,2,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
3750,3,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
1963,0,"300 N Beaudry Ave, Los Angeles, CA 90012","Los Angeles, CA"
4794,1,"300 N Beaudry Ave, Los Angeles, CA 90012","Los Angeles, CA"
4794,2,"300 N Beaudry Ave, Los Angeles, CA 90012","Los Angeles, CA"
2360,0,"750 S Oxford Ave, Los Angeles, CA 90005","Los Angeles, CA"
3740,1,"750 S Oxford Ave, Los Angeles, CA 90005","Los Angeles, CA"
2744,0,"3311 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
10019,1,"3311 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
10019,2,"3311 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
2642,0,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
7668,1,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
7668,2,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
7668,3,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
2195,0,"1530 Cassil Pl, Los Angeles, CA 90028","Los Angeles, CA"
3573,1,"1530 Cassil Pl, Los Angeles, CA 90028","Los Angeles, CA"
3573,2,"1530 Cassil Pl, Los Angeles, CA 90028","Los Angeles, CA"
2550,0,"3545 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
8150,1,"3545 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
8150,2,"3545 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
8150,3,"3545 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
1635,0,"951 S Oxford Ave, Los Angeles, CA 90006","Los Angeles, CA"
2498,1,"951 S Oxford Ave, Los Angeles, CA 90006","Los Angeles, CA"
2498,2,"951 S Oxford Ave, Los Angeles, CA 90006","Los Angeles, CA"
2444,0,"325 W Adams Blvd, Los Angeles, CA 90007","Los Angeles, CA"
5470,1,"325 W Adams Blvd, Los Angeles, CA 90007","Los Angeles, CA"
5470,2,"325 W Adams Blvd, Los Angeles, CA 90007","Los Angeles, CA"
5470,3,"325 W Adams Blvd, Los Angeles, CA 90007","Los Angeles, CA"
2950,0,"1010 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
9431,1,"1010 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
9431,2,"1010 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
9431,3,"1010 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
2020,0,"2525 Wilshire Blvd, Los Angeles, CA 90057","Los Angeles, CA"
3200,1,"2525 Wilshire Blvd, Los Angeles, CA 90057","Los Angeles, CA"
3200,2,"2525 Wilshire Blvd, Los Angeles, CA 90057","Los Angeles, CA"
1533,0,"209 S Westmoreland Ave, Los Angeles, CA 90004","Los Angeles, CA"
5730,1,"209 S Westmoreland Ave, Los Angeles, CA 90004","Los Angeles, CA"
5730,2,"209 S Westmoreland Ave, Los Angeles, CA 90004","Los Angeles, CA"
2568,0,"3333 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
6030,1,"3333 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
6030,2,"3333 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
6030,3,"3333 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
2600,0,"960 W 7th St, Los Angeles, CA 90017","Los Angeles, CA"
12030,1,"960 W 7th St, Los Angeles, CA 90017","Los Angeles, CA"
12030,2,"960 W 7th St, Los Angeles, CA 90017","Los Angeles, CA"
12030,3,"960 W 7th St, Los Angeles, CA 90017","Los Angeles, CA"
2170,0,"696 S New Hampshire Ave, Los Angeles, CA 90005","Los Angeles, CA"
9505,1,"696 S New Hampshire Ave, Los Angeles, CA 90005","Los Angeles, CA"
9505,2,"696 S New Hampshire Ave, Los Angeles, CA 90005","Los Angeles, CA"
9505,3,"696 S New Hampshire Ave, Los Angeles, CA 90005","Los Angeles, CA"
2633,0,"1818 N Cherokee Ave, Los Angeles, CA 90028","Los Angeles, CA"
4675,1,"1818 N Cherokee Ave, Los Angeles, CA 90028","Los Angeles, CA"
4675,2,"1818 N Cherokee Ave, Los Angeles, CA 90028","Los Angeles, CA"
2132,0,"2245 S Beverly Glen Blvd, Los Angeles, CA 90064","Los Angeles, CA"
3798,1,"2245 S Beverly Glen Blvd, Los Angeles, CA 90064","Los Angeles, CA"
3798,2,"2245 S Beverly Glen Blvd, Los Angeles, CA 90064","Los Angeles, CA"
3798,3,"2245 S Beverly Glen Blvd, Los Angeles, CA 90064","Los Angeles, CA"
1540,0,"2424 Wilshire Blvd, Los Angeles, CA 90057","Los Angeles, CA"
2405,1,"2424 Wilshire Blvd, Los Angeles, CA 90057","Los Angeles, CA"
1795,0,"160 S Virgil Ave, Los Angeles, CA 90004","Los Angeles, CA"
3599,1,"160 S Virgil Ave, Los Angeles, CA 90004","Los Angeles, CA"
3599,2,"160 S Virgil Ave, Los Angeles, CA 90004","Los Angeles, CA"
2085,0,"1026 S Broadway, Los Angeles, CA 90015","Los Angeles, CA"
3956,1,"1026 S Broadway, Los Angeles, CA 90015","Los Angeles, CA"
3956,2,"1026 S Broadway, Los Angeles, CA 90015","Los Angeles, CA"
3956,3,"1026 S Broadway, Los Angeles, CA 90015","Los Angeles, CA"
2647,0,"2435 S Sepulveda Blvd, Los Angeles, CA 90064","Los Angeles, CA"
8441,1,"2435 S Sepulveda Blvd, Los Angeles, CA 90064","Los Angeles, CA"
8441,2,"2435 S Sepulveda Blvd, Los Angeles, CA 90064","Los Angeles, CA"
8441,3,"2435 S Sepulveda Blvd, Los Angeles, CA 90064","Los Angeles, CA"
3480,0,"11750 Wilshire Blvd, Los Angeles, CA 90025","Los Angeles, CA"
12750,1,"11750 Wilshire Blvd, Los Angeles, CA 90025","Los Angeles, CA"
12750,2,"11750 Wilshire Blvd, Los Angeles, CA 90025","Los Angeles, CA"
2711,0,"1200 S Figueroa St, Los Angeles, CA 90015","Los Angeles, CA"
27799,1,"1200 S Figueroa St, Los Angeles, CA 90015","Los Angeles, CA"
27799,2,"1200 S Figueroa St, Los Angeles, CA 90015","Los Angeles, CA"
27799,3,"1200 S Figueroa St, Los Angeles, CA 90015","Los Angeles, CA"
11000,0,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,1,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,2,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,3,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
14100,4,"10000 Santa Monica Blvd, Los Angeles, CA 90067","Los Angeles, CA"
1942,0,"1718 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
3400,1,"1718 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
3400,2,"1718 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
2693,0,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
6827,1,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
6827,2,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
6827,3,"427 W 5th St, Los Angeles, CA 90013","Los Angeles, CA"
2950,0,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
5100,1,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
5100,2,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
5100,3,"1027 Wilshire Blvd, Los Angeles, CA 90017","Los Angeles, CA"
2571,0,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
6300,1,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
6300,2,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
6300,3,"801 S Hope St, Los Angeles, CA 90017","Los Angeles, CA"
2200,0,"3150 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
4804,1,"3150 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
4804,2,"3150 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
2865,0,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
4012,1,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
4012,2,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
4012,3,"8655 Belford Ave, Los Angeles, CA 90045","Los Angeles, CA"
2307,0,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
21096,1,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
21096,2,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
21096,3,"1000 W 8th St, Los Angeles, CA 90017","Los Angeles, CA"
3073,0,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
13099,1,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
13099,2,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
13099,3,"6245 Wilshire Blvd, Los Angeles, CA 90048","Los Angeles, CA"
2702,0,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
9372,1,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
9372,2,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
9372,3,"5901-5921 Center Dr, Los Angeles, CA 90045","Los Angeles, CA"
1938,0,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
10000,1,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
10000,2,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
10000,3,"732 S Spring St, Los Angeles, CA 90014","Los Angeles, CA"
3115,0,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
8560,1,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
8560,2,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
8560,3,"1825 N Las Palmas Ave, Los Angeles, CA 90028","Los Angeles, CA"
4995,3,"4025 Grand View Blvd, Los Angeles, CA 90066","Los Angeles, CA"
2907,0,"11916 W Pico Blvd, Los Angeles, CA 90064","Los Angeles, CA"
6087,1,"11916 W Pico Blvd, Los Angeles, CA 90064","Los Angeles, CA"
6087,2,"11916 W Pico Blvd, Los Angeles, CA 90064","Los Angeles, CA"
3027,0,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
8709,1,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
8709,2,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
8709,3,"6220 W 3rd St, Los Angeles, CA 90036","Los Angeles, CA"
1454,0,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,1,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,2,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,3,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
6235,4,"1515 Colby Ave, Los Angeles, CA 90025","Los Angeles, CA"
3243,0,"640 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
8030,1,"640 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
8030,2,"640 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
2250,0,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
3750,1,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
3750,2,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
3750,3,"3540 Wilshire Blvd, Los Angeles, CA 90010","Los Angeles, CA"
1963,0,"300 N Beaudry Ave, Los Angeles, CA 90012","Los Angeles, CA"
4794,1,"300 N Beaudry Ave, Los Angeles, CA 90012","Los Angeles, CA"
4794,2,"300 N Beaudry Ave, Los Angeles, CA 90012","Los Angeles, CA"
2360,0,"750 S Oxford Ave, Los Angeles, CA 90005","Los Angeles, CA"
3740,1,"750 S Oxford Ave, Los Angeles, CA 90005","Los Angeles, CA"
2744,0,"3311 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
10019,1,"3311 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
10019,2,"3311 S La Cienega Blvd, Los Angeles, CA 90016","Los Angeles, CA"
2642,0,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
7668,1,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
7668,2,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
7668,3,"12121 W Olympic Blvd, Los Angeles, CA 90064","Los Angeles, CA"
2195,0,"1530 Cassil Pl, Los Angeles, CA 90028","Los Angeles, CA"
3573,1,"1530 Cassil Pl, Los Angeles, CA 90028","Los Angeles, CA"
3573,2,"1530 Cassil Pl, Los Angeles, CA 90028","Los Angeles, CA"
2831,0,"5935 W Pico Blvd, Los Angeles, CA 90035","Los Angeles, CA"
9529,1,"5935 W Pico Blvd, Los Angeles, CA 90035","Los Angeles, CA"
9529,2,"5935 W Pico Blvd, Los Angeles, CA 90035","Los Angeles, CA"
2650,0,"1325 N New Hampshire Ave, Los Angeles, CA 90027","Los Angeles, CA"
3895,1,"1325 N New Hampshire Ave, Los Angeles, CA 90027","Los Angeles, CA"
3895,2,"1325 N New Hampshire Ave, Los Angeles, CA 90027","Los Angeles, CA"
2109,0,"2528 S Grand Ave, Los Angeles, CA 90007","Los Angeles, CA"
6335,1,"2528 S Grand Ave, Los Angeles, CA 90007","Los Angeles, CA"
6335,2,"2528 S Grand Ave, Los Angeles, CA 90007","Los Angeles, CA"
2215,0,"3170 W Olympic Blvd, Los Angeles, CA 90006","Los Angeles, CA"
3930,1,"3170 W Olympic Blvd, Los Angeles, CA 90006","Los Angeles, CA"
3930,2,"3170 W Olympic Blvd, Los Angeles, CA 90006","Los Angeles, CA"
2178,0,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
5016,1,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
5016,2,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
5016,3,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
2475,0,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,1,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,2,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,3,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,4,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
2450,0,"3688 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
7050,1,"3688 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
7050,2,"3688 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
2315,0,"1800 Beverly Blvd, Los Angeles, CA 90057","Los Angeles, CA"
4306,1,"1800 Beverly Blvd, Los Angeles, CA 90057","Los Angeles, CA"
4306,2,"1800 Beverly Blvd, Los Angeles, CA 90057","Los Angeles, CA"
1247,0,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,1,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,2,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,3,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,4,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
2650,1 Bed,"10555 Bloomfield St, Toluca Lake, CA 91602","Toluca Lake, CA"
2855,1 Bed,"10555 Bloomfield St, Toluca Lake, CA 91602","Toluca Lake, CA"
2200,0,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
3850,1,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
3850,2,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
3850,3,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
1575,0,"3800 S Mentone Ave, Culver City, CA 90232","Culver City, CA"
4924,1,"3800 S Mentone Ave, Culver City, CA 90232","Culver City, CA"
4924,2,"3800 S Mentone Ave, Culver City, CA 90232","Culver City, CA"
2831,0,"5935 W Pico Blvd, Los Angeles, CA 90035","Los Angeles, CA"
9529,1,"5935 W Pico Blvd, Los Angeles, CA 90035","Los Angeles, CA"
9529,2,"5935 W Pico Blvd, Los Angeles, CA 90035","Los Angeles, CA"
2650,0,"1325 N New Hampshire Ave, Los Angeles, CA 90027","Los Angeles, CA"
3895,1,"1325 N New Hampshire Ave, Los Angeles, CA 90027","Los Angeles, CA"
3895,2,"1325 N New Hampshire Ave, Los Angeles, CA 90027","Los Angeles, CA"
2109,0,"2528 S Grand Ave, Los Angeles, CA 90007","Los Angeles, CA"
6335,1,"2528 S Grand Ave, Los Angeles, CA 90007","Los Angeles, CA"
6335,2,"2528 S Grand Ave, Los Angeles, CA 90007","Los Angeles, CA"
2215,0,"3170 W Olympic Blvd, Los Angeles, CA 90006","Los Angeles, CA"
3930,1,"3170 W Olympic Blvd, Los Angeles, CA 90006","Los Angeles, CA"
3930,2,"3170 W Olympic Blvd, Los Angeles, CA 90006","Los Angeles, CA"
2178,0,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
5016,1,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
5016,2,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
5016,3,"1540 Industrial St, Los Angeles, CA 90021","Los Angeles, CA"
2475,0,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,1,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,2,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,3,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
7215,4,"5620 De Longpre Ave, Los Angeles, CA 90028","Los Angeles, CA"
2450,0,"3688 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
7050,1,"3688 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
7050,2,"3688 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
2315,0,"1800 Beverly Blvd, Los Angeles, CA 90057","Los Angeles, CA"
4306,1,"1800 Beverly Blvd, Los Angeles, CA 90057","Los Angeles, CA"
4306,2,"1800 Beverly Blvd, Los Angeles, CA 90057","Los Angeles, CA"
1247,0,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,1,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,2,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,3,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
6995,4,"1221 N Myra Ave, Los Angeles, CA 90029","Los Angeles, CA"
2650,1 Bed,"10555 Bloomfield St, Toluca Lake, CA 91602","Toluca Lake, CA"
2855,1 Bed,"10555 Bloomfield St, Toluca Lake, CA 91602","Toluca Lake, CA"
2200,0,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
3850,1,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
3850,2,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
3850,3,"14825 Delano St, Van Nuys, CA 91411","Van Nuys, CA"
1735,0,"11640 Mayfield Ave, Los Angeles, CA 90049","Los Angeles, CA"
4950,1,"11640 Mayfield Ave, Los Angeles, CA 90049","Los Angeles, CA"
4950,2,"11640 Mayfield Ave, Los Angeles, CA 90049","Los Angeles, CA"
2362,0,"600 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
3580,1,"600 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
3580,2,"600 S Curson Ave, Los Angeles, CA 90036","Los Angeles, CA"
3400,0,"3701 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
3795,1,"3701 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
3795,2,"3701 Overland Ave, Los Angeles, CA 90034","Los Angeles, CA"
2700,0,"225 S Grand Ave, Los Angeles, CA 90012","Los Angeles, CA"
4800,1,"225 S Grand Ave, Los Angeles, CA 90012","Los Angeles, CA"
4800,2,"225 S Grand Ave, Los Angeles, CA 90012","Los Angeles, CA"
2845,0,"705 W 9th St, Los Angeles, CA 90015","Los Angeles, CA"
18739,1,"705 W 9th St, Los Angeles, CA 90015","Los Angeles, CA"
18739,2,"705 W 9th St, Los Angeles, CA 90015","Los Angeles, CA"
18739,3,"705 W 9th St, Los Angeles, CA 90015","Los Angeles, CA"
1865,1 Bed,"369 Columbia Ave, Los Angeles, CA 90017","Los Angeles, CA"
1975,1 Bed,"369 Columbia Ave, Los Angeles, CA 90017","Los Angeles, CA"
1525,0,"111 W 7th St, Los Angeles, CA 90014","Los Angeles, CA"
5895,1,"111 W 7th St, Los Angeles, CA 90014","Los Angeles, CA"
5895,2,"111 W 7th St, Los Angeles, CA 90014","Los Angeles, CA"
5895,3,"111 W 7th St, Los Angeles, CA 90014","Los Angeles, CA"
2298,0,"1635-1639 N Martel Ave, Los Angeles, CA 90046","Los Angeles, CA"
3698,1,"1635-1639 N Martel Ave, Los Angeles, CA 90046","Los Angeles, CA"
3698,2,"1635-1639 N Martel Ave, Los Angeles, CA 90046","Los Angeles, CA"
3698,3,"1635-1639 N Martel Ave, Los Angeles, CA 90046","Los Angeles, CA"
3050,0,"1616 N La Brea Ave, Los Angeles, CA 90028","Los Angeles, CA"
3450,1,"1616 N La Brea Ave, Los Angeles, CA 90028","Los Angeles, CA"
2660,0,"535-547 S Kingsley Dr, Los Angeles, CA 90020","Los Angeles, CA"
4090,1,"535-547 S Kingsley Dr, Los Angeles, CA 90020","Los Angeles, CA"
4090,2,"535-547 S Kingsley Dr, Los Angeles, CA 90020","Los Angeles, CA"
